847,457,13
848,468,30
849,954,9
850,238,76
851,632,82
852,663,66
853,375,96
854,945,69
855,721,18
856,553,64
857,765,18
858,192,68
859,915,76
860,502,76
861,741,96
862,511,54
863,12,54
864,797,89
865,668,17
866,375,58
867,523,27
868,672,66
869,245,91
870,88,34
871,247,18
872,997,74
873,568,14
874,93,48
875,569,55
876,751,26
877,442,30
878,260,72
879,99,49
880,382,23
881,890,35
882,701,29
883,426,37
884,666,63
885,782,56
886,243,15
887,448,92
888,65,27
889,988,71
890,432,67
891,255,80
892,476,65
893,202,55
894,776,98
895,805,64
896,662,78
897,564,20
898,296,33
899,978,83
900,952,84
901,856,58
902,827,63
903,175,57
904,118,18
905,263,47
906,722,12
907,884,56
908,881,1
909,820,8
910,38,16
911,776,79
912,510,60
913,546,94
914,218,41
915,939,13
916,93,62
917,756,63
918,41,95
919,410,99
920,330,94
921,74,7
922,717,49
923,967,2
924,272,42
925,744,35
926,96,90
927,457,100
928,561,20
929,899,10
930,431,98
931,688,70
932,958,4
933,670,32
934,538,17
935,159,49
936,7,90
937,55,31
938,557,96
939,496,49
940,859,32
941,853,31
942,349,5
943,203,1
944,752,5
945,526,49
946,801,47
947,348,28
948,133,91
949,631,9
950,612,48
951,853,14
952,744,46
953,873,74
954,880,49
955,561,4
956,439,20
957,993,49
958,482,83
959,545,86
960,470,27
961,207,95
962,538,41
963,327,15
964,337,29
965,587,96
966,371,12
967,131,97
968,127,2
969,999,28
970,878,11
971,473,2
972,554,100
973,901,50
974,269,33
975,568,22
976,811,44
977,79,14
978,682,98
979,194,21
980,269,44
981,984,78
982,668,36
983,380,70
984,568,56
985,788,18
986,793,20
987,960,36
988,660,38
989,597,41
990,902,100
991,198,79
992,726,46
993,211,39
994,319,93
995,415,24
996,81,100
997,804,74
998,119,4
999,665,12
1000,961,65
